,match_id,player_slot,assists,deaths,denies,duration,tower_damage,gold_per_min,hero_damage,hero_id,last_hits,level,kills,xp_per_min,kda,hero_healing,abandons,win
0,6003387418,0,1,4,0,1016,2187,431,7174,23,71,11,6,423,1,0,0,1
1,6003387418,1,3,0,9,1016,3420,468,9565,11,83,12,4,452,7,0,0,1
2,6003387418,2,2,1,1,1016,3171,363,173,38,61,9,0,288,1,0,0,1
3,6003387418,3,7,2,3,1016,3082,326,5902,62,18,9,1,273,2,0,0,1
4,6003387418,4,2,2,8,1016,3740,443,5446,53,78,9,4,315,2,0,0,1
5,6003387418,128,0,1,6,1016,0,290,440,82,72,9,0,273,0,0,0,0
6,6003387418,129,3,2,0,1016,0,289,5569,101,9,7,2,192,1,0,0,0
7,6003387418,130,3,7,5,1016,0,240,2383,42,39,8,1,223,0,0,1,0
8,6003387418,131,1,4,1,1016,0,692,4506,32,16,9,4,323,1,0,0,0
9,6003387418,132,3,2,0,1016,0,279,2231,87,2,6,1,143,1,0,0,0
0,6003387606,0,4,0,2,1060,1537,303,7240,101,15,9,5,283,9,0,0,1
1,6003387606,1,5,2,8,1060,2553,476,7785,99,96,11,5,409,3,0,0,1
2,6003387606,2,1,0,18,1060,9118,552,7405,76,124,14,5,578,6,0,0,1
3,6003387606,3,1,1,10,1060,349,514,6008,109,139,13,5,496,3,0,0,1
4,6003387606,4,6,1,3,1060,1181,259,3885,26,17,10,1,346,3,0,0,1
5,6003387606,128,1,3,0,1060,0,237,1646,106,59,8,0,224,0,0,1,0
6,6003387606,129,1,7,1,1060,0,225,3313,25,20,7,1,175,0,0,0,0
7,6003387606,130,1,7,2,1060,228,269,2067,93,66,9,0,302,0,0,0,0
8,6003387606,131,1,3,3,1060,0,173,5319,86,12,8,1,250,0,400,0,0
9,6003387606,132,1,1,2,1060,0,257,3193,135,62,9,1,263,1,400,0,0
0,6003387418,0,1,4,0,1016,2187,431,7174,23,71,11,6,423,1,0,0,1
1,6003387418,1,3,0,9,1016,3420,468,9565,11,83,12,4,452,7,0,0,1
2,6003387418,2,2,1,1,1016,3171,363,173,38,61,9,0,288,1,0,0,1
3,6003387418,3,7,2,3,1016,3082,326,5902,62,18,9,1,273,2,0,0,1
4,6003387418,4,2,2,8,1016,3740,443,5446,53,78,9,4,315,2,0,0,1
5,6003387418,128,0,1,6,1016,0,290,440,82,72,9,0,273,0,0,0,0
6,6003387418,129,3,2,0,1016,0,289,5569,101,9,7,2,192,1,0,0,0
7,6003387418,130,3,7,5,1016,0,240,2383,42,39,8,1,223,0,0,1,0
8,6003387418,131,1,4,1,1016,0,692,4506,32,16,9,4,323,1,0,0,0
9,6003387418,132,3,2,0,1016,0,279,2231,87,2,6,1,143,1,0,0,0
0,6003387401,0,13,0,0,638,1453,415,7188,7,9,7,8,310,21,0,0,1
1,6003387401,1,5,0,5,638,4084,564,5873,89,52,9,5,455,10,0,0,1
2,6003387401,2,12,0,5,638,5325,678,10358,13,59,9,11,443,23,0,0,1
3,6003387401,3,6,1,12,638,1947,612,5488,44,49,9,9,435,7,0,0,1
4,6003387401,4,17,0,1,638,1263,360,3385,112,6,7,3,347,20,5219,0,1
5,6003387401,128,1,11,0,638,0,146,957,93,10,4,0,106,0,0,1,0
6,6003387401,129,1,4,2,638,0,469,806,26,2,3,0,84,0,0,0,0
7,6003387401,130,0,8,0,638,0,146,1354,105,6,3,1,100,0,0,0,0
8,6003387401,131,0,8,1,638,0,185,1597,45,10,4,0,108,0,0,0,0
9,6003387401,132,0,7,3,638,0,176,1068,39,15,5,0,181,0,0,0,0
0,6003386715,0,1,1,2,723,0,190,2786,5,12,6,1,203,1,0,0,0
1,6003386715,1,2,0,18,723,0,400,1731,126,76,10,1,501,3,0,0,0
2,6003386715,2,2,2,0,723,0,324,1560,16,9,7,0,297,0,0,0,0
3,6003386715,3,1,1,9,723,395,367,4505,53,41,6,3,227,2,0,0,0
4,6003386715,4,0,4,15,723,0,226,1899,89,31,7,0,283,0,0,1,0
5,6003386715,128,2,1,14,723,0,322,2848,8,51,8,1,351,1,116,0,1
6,6003386715,129,0,0,1,723,349,413,1624,94,101,11,0,585,0,0,0,1
7,6003386715,130,1,1,9,723,0,171,4420,30,9,6,1,241,1,95,0,1
8,6003386715,131,3,1,10,723,0,256,2788,14,27,8,2,352,2,240,0,1
9,6003386715,132,2,3,0,723,0,258,6945,105,17,7,3,289,1,0,0,1
0,6003386214,0,16,2,0,1227,1578,304,5558,85,10,12,3,406,6,4496,0,1
1,6003386214,1,21,4,3,1227,245,347,8491,88,14,14,5,505,5,240,0,1
2,6003386214,2,4,1,27,1227,14734,714,16866,59,151,18,13,740,8,0,0,1
3,6003386214,3,8,3,10,1227,3267,539,16372,123,92,15,13,546,5,0,0,1
4,6003386214,4,9,1,10,1227,3932,554,11177,44,139,14,5,503,7,0,0,1
5,6003386214,128,3,7,7,1227,0,287,6391,97,67,12,1,407,0,0,0,0
6,6003386214,129,5,6,0,1227,0,171,5732,71,5,9,1,244,0,0,0,0
7,6003386214,130,4,6,4,1227,0,382,9113,6,85,13,3,444,1,0,0,0
8,6003386214,131,4,10,2,1227,0,273,4472,69,45,9,0,265,0,0,0,0
9,6003386214,132,3,10,3,1227,0,195,9942,30,20,10,3,273,0,0,0,0
0,6003386106,0,9,1,14,1467,16526,657,22491,59,142,21,13,819,11,0,0,1
1,6003386106,1,16,6,1,1467,2444,392,15671,128,34,16,7,532,3,400,0,1
2,6003386106,2,8,4,10,1467,883,530,16783,110,133,17,7,596,3,468,0,1
3,6003386106,3,6,7,10,1467,7869,636,15395,12,169,18,12,662,2,0,0,1
4,6003386106,4,8,0,8,1467,78,332,9070,88,29,14,4,405,12,0,0,1
5,6003386106,128,9,12,3,1467,0,246,8796,68,10,10,2,229,0,0,0,0
6,6003386106,129,2,5,15,1467,0,452,4747,1,177,16,3,531,0,0,0,0
7,6003386106,130,8,11,4,1467,0,276,11638,104,38,13,2,398,0,660,0,0
8,6003386106,131,4,9,3,1467,0,375,10669,44,89,15,5,491,0,0,0,0
9,6003386106,132,3,7,4,1467,50,311,18451,45,57,13,5,367,1,0,0,0
0,6003385915,0,6,2,1,884,0,245,6178,31,19,8,3,276,3,400,0,1
1,6003385915,1,4,3,0,884,25,379,9600,59,63,10,5,391,2,0,0,1
2,6003385915,2,2,1,6,884,824,366,3196,12,86,10,0,397,1,0,0,1
3,6003385915,3,7,1,0,884,166,166,2691,87,5,8,0,309,3,0,0,1
4,6003385915,4,1,0,9,884,1053,484,5280,129,101,11,6,490,7,0,0,1
5,6003385915,128,3,5,0,884,0,195,2357,14,5,6,2,165,0,0,0,0
6,6003385915,129,2,1,0,884,366,419,4247,47,66,11,0,473,1,0,0,0
7,6003385915,130,1,2,5,884,0,628,3883,109,126,11,2,495,1,0,0,0
8,6003385915,131,2,2,4,884,66,275,4966,98,45,8,0,275,0,0,0,0
9,6003385915,132,2,5,4,884,0,159,4388,107,6,7,1,213,0,0,1,0
0,6003384804,0,2,3,4,954,684,216,5080,84,10,7,0,222,0,0,0,1
1,6003384804,1,3,1,13,954,2084,341,2675,1,56,9,0,299,1,0,0,1
2,6003384804,2,12,0,12,954,4614,488,6309,16,92,11,3,462,15,0,0,1
3,6003384804,3,5,2,0,954,2251,419,8917,14,25,9,14,347,6,0,0,1
4,6003384804,4,3,1,20,954,3467,473,8989,76,84,13,4,553,3,0,0,1
5,6003384804,128,1,6,0,954,0,133,1823,90,0,4,0,77,0,28,1,0
6,6003384804,129,1,5,2,954,0,200,2789,12,16,4,0,102,0,0,0,0
7,6003384804,130,0,4,1,954,0,318,3478,106,39,8,2,284,0,115,0,0
8,6003384804,131,2,4,1,954,0,275,5247,25,5,8,2,245,0,463,0,0
9,6003384804,132,3,2,8,954,0,437,5332,135,92,10,1,362,1,218,0,0
0,6003383806,0,12,4,1,1497,11003,571,17852,53,141,17,5,554,3,0,0,1
1,6003383806,1,7,1,5,1497,9155,470,13327,49,95,17,9,562,8,0,0,1
2,6003383806,2,13,4,2,1497,1732,314,7514,120,38,13,1,374,2,230,0,1
3,6003383806,3,5,3,7,1497,2925,537,17218,2,113,16,13,507,4,0,0,1
4,6003383806,4,16,1,2,1497,571,336,15332,101,14,15,5,485,10,0,0,1
5,6003383806,128,2,6,7,1497,0,292,15879,86,83,13,3,362,0,0,0,0
6,6003383806,129,5,9,0,1497,0,275,1979,54,74,12,0,335,0,0,0,0
7,6003383806,130,6,5,1,1497,0,270,8081,102,61,13,3,382,1,544,0,0
8,6003383806,131,4,5,5,1497,0,332,9386,60,72,13,5,391,1,0,0,0
9,6003383806,132,3,8,4,1497,118,293,4993,95,78,15,2,448,0,0,0,0
0,6003383608,0,8,1,28,1531,20944,704,19528,53,203,18,14,604,11,0,0,1
1,6003383608,1,13,2,5,1531,2053,485,19839,86,123,16,2,529,5,0,0,1
2,6003383608,2,17,1,3,1531,1986,336,9079,74,42,15,4,457,10,840,0,1
3,6003383608,3,17,4,1,1531,1109,357,9383,85,38,14,5,408,4,2302,0,1
4,6003383608,4,7,1,2,1531,6356,682,8790,94,287,19,4,656,5,0,0,1
5,6003383608,128,4,5,23,1531,920,405,10685,33,127,15,3,447,1,2814,0,0
6,6003383608,129,7,4,0,1531,0,269,7517,19,72,13,1,371,1,108,0,0
7,6003383608,130,3,10,3,1531,0,232,9682,31,34,10,2,237,0,88,0,0
8,6003383608,131,2,8,10,1531,0,341,10925,102,115,14,2,399,0,110,0,0
9,6003383608,132,1,2,2,1531,0,442,1789,8,246,16,0,524,0,453,0,0
0,6003383512,0,12,3,17,1600,5247,485,19563,8,136,18,10,596,5,5744,0,1
1,6003383512,1,22,3,5,1600,226,313,18746,121,21,16,5,477,6,2163,0,1
2,6003383512,2,12,4,11,1600,3270,482,19881,38,104,18,12,589,4,0,0,1
3,6003383512,3,20,7,1,1600,1030,332,21357,37,39,15,6,448,3,13815,0,1
4,6003383512,4,18,0,13,1600,13511,667,25805,11,261,20,4,723,22,0,0,1
5,6003383512,128,7,7,11,1600,148,290,15602,21,73,14,2,382,1,0,0,0
6,6003383512,129,7,8,2,1600,2121,351,8126,42,135,15,2,418,1,0,0,0
7,6003383512,130,6,8,1,1600,0,302,16499,50,42,15,6,430,1,4685,0,0
8,6003383512,131,6,5,4,1600,330,331,13810,19,102,14,4,404,1,0,0,0
9,6003383512,132,5,10,1,1600,180,233,17038,45,25,10,3,220,0,522,0,0
0,6003383016,0,5,0,6,582,91,327,3290,123,20,7,0,312,5,0,0,1
1,6003383016,1,4,0,13,582,1241,493,3028,126,44,6,6,288,10,0,0,1
2,6003383016,2,6,0,9,582,5954,756,8818,11,57,9,10,495,16,1200,0,1
3,6003383016,3,4,0,4,582,3323,419,195,8,45,6,0,292,4,663,0,1
4,6003383016,4,6,0,2,582,1855,274,1401,64,5,5,0,206,6,0,0,1
5,6003383016,128,0,4,0,582,0,146,1142,80,7,4,0,131,0,0,1,0
6,6003383016,129,0,1,4,582,0,591,3892,110,26,5,0,214,0,0,0,0
7,6003383016,130,0,4,0,582,0,152,1787,83,6,2,0,48,0,0,0,0
8,6003383016,131,0,4,3,582,0,194,207,93,7,2,0,52,0,0,0,0
9,6003383016,132,0,3,0,582,0,123,846,62,0,3,0,78,0,0,0,0
0,6003382904,0,19,2,3,1379,3341,342,12563,9,41,14,6,469,8,400,0,1
1,6003382904,1,13,5,3,1379,1387,372,8487,121,71,13,3,424,2,0,0,1
2,6003382904,2,14,2,17,1379,3202,497,15873,47,141,16,4,589,6,0,0,1
3,6003382904,3,15,4,0,1379,3879,464,13968,98,90,15,9,494,4,0,0,1
4,6003382904,4,8,0,26,1379,9604,613,17034,93,153,16,16,586,24,0,0,1
5,6003382904,128,5,4,0,1379,0,203,5171,114,14,10,1,283,1,0,0,0
6,6003382904,129,3,5,3,1379,31,347,9122,129,112,13,4,424,1,0,0,0
7,6003382904,130,4,8,7,1379,226,321,8198,70,99,13,3,378,0,0,0,0
8,6003382904,131,5,9,0,1379,196,264,8983,27,40,10,3,269,0,0,0,0
9,6003382904,132,2,13,2,1379,104,240,8004,29,58,10,0,274,0,0,0,0
0,6003382715,0,20,1,1,1421,1054,359,7569,90,68,14,2,456,11,2309,0,1
1,6003382715,1,11,3,8,1421,1258,594,33387,106,118,19,19,756,7,0,0,1
2,6003382715,2,14,5,9,1421,1402,431,17966,98,75,15,8,476,3,0,0,1
3,6003382715,3,8,1,14,1421,11930,660,19043,42,193,18,8,692,8,0,0,1
4,6003382715,4,20,3,1,1421,996,358,10834,74,52,16,6,553,6,0,0,1
5,6003382715,128,4,12,0,1421,504,216,5165,60,38,10,0,266,0,0,0,0
6,6003382715,129,1,13,0,1421,0,335,21316,105,62,15,5,468,0,0,0,0
7,6003382715,130,4,11,4,1421,0,362,10503,11,113,12,2,330,0,0,0,0
8,6003382715,131,2,4,3,1421,0,336,6417,93,91,12,1,348,0,0,0,0
9,6003382715,132,2,6,3,1421,0,316,7028,29,57,16,2,565,0,0,0,0
0,6003382305,0,9,4,2,1620,1647,339,5789,7,77,13,2,334,2,0,0,1
1,6003382305,1,3,2,31,1620,12063,742,14346,12,260,23,10,909,4,0,0,1
2,6003382305,2,18,4,0,1620,2168,347,11850,88,27,18,6,596,4,0,0,1
3,6003382305,3,7,5,15,1620,7223,590,13158,49,191,20,6,705,2,0,0,1
4,6003382305,4,12,5,7,1620,4146,512,17537,68,114,19,9,659,3,0,0,1
5,6003382305,128,4,7,9,1620,52,397,7295,44,171,16,3,479,0,0,0,0
6,6003382305,129,5,7,6,1620,0,423,30889,22,93,18,8,596,1,0,0,0
7,6003382305,130,6,5,4,1620,0,317,12599,105,71,14,5,384,1,0,0,0
8,6003382305,131,9,8,1,1620,0,258,6968,110,28,14,2,368,1,309,0,0
9,6003382305,132,4,6,0,1620,0,450,3123,94,180,17,2,546,0,0,0,0
0,6003381601,0,0,5,9,1128,0,181,3994,59,27,7,0,176,0,0,1,0
1,6003381601,1,1,5,1,1128,74,343,4911,26,11,9,3,282,0,0,0,0
2,6003381601,2,1,4,32,1128,133,373,4232,49,97,10,1,333,0,0,0,0
3,6003381601,3,1,4,7,1128,0,280,3673,74,42,9,0,248,0,0,0,0
4,6003381601,4,1,3,3,1128,0,395,4402,12,106,11,0,350,0,0,0,0
5,6003381601,128,2,0,7,1128,6849,564,14413,76,116,15,7,631,9,0,0,1
6,6003381601,129,7,2,2,1128,3920,558,8250,94,185,15,2,628,3,0,0,1
7,6003381601,130,5,0,11,1128,2531,618,12908,113,110,17,8,779,13,0,0,1
8,6003381601,131,2,2,4,1128,1110,262,2193,25,23,8,0,200,0,0,0,1
9,6003381601,132,4,0,5,1128,1095,476,3305,104,108,14,4,526,8,240,0,1
0,6003381515,0,15,0,13,1616,9080,767,34949,42,224,23,16,932,31,0,0,1
1,6003381515,1,12,9,13,1616,398,316,7737,26,18,16,6,476,1,0,0,1
2,6003381515,2,23,4,5,1616,607,325,12998,50,33,19,4,618,5,10916,0,1
3,6003381515,3,15,5,9,1616,3676,387,17419,74,65,18,7,576,3,0,0,1
4,6003381515,4,13,5,12,1616,5294,505,17449,96,171,19,4,631,2,0,0,1
5,6003381515,128,5,6,16,1616,0,425,8814,44,216,18,3,571,1,0,0,0
6,6003381515,129,7,9,4,1616,0,299,13228,28,81,15,5,443,1,0,0,0
7,6003381515,130,5,6,12,1616,0,410,23114,32,87,17,12,539,2,0,0,0
8,6003381515,131,7,9,1,1616,0,193,7655,14,29,12,0,308,0,18,0,0
9,6003381515,132,8,8,1,1616,181,279,12743,53,76,12,2,293,1,0,0,0
0,6003381405,0,4,9,15,1771,789,354,7894,46,155,15,1,407,0,0,0,0
1,6003381405,1,7,11,0,1771,0,304,15472,16,43,20,2,619,0,0,0,0
2,6003381405,2,5,8,1,1771,416,309,11179,129,102,13,1,318,0,0,0,0
3,6003381405,3,7,9,15,1771,25,413,21807,94,104,20,3,614,1,0,0,0
4,6003381405,4,2,12,0,1771,0,247,17861,50,39,12,2,274,0,2052,0,0
5,6003381405,128,19,4,0,1771,3722,473,14640,2,102,18,14,517,6,0,0,1
6,6003381405,129,13,2,9,1771,12790,687,24815,8,232,21,16,723,9,16292,0,1
7,6003381405,130,31,3,0,1771,1039,328,13652,5,24,17,4,490,8,0,0,1
8,6003381405,131,20,1,14,1771,7069,442,23011,59,91,21,7,684,13,0,0,1
9,6003381405,132,21,3,4,1771,4335,391,14197,52,70,19,7,576,7,0,0,1
0,6003381318,0,13,6,7,1714,401,288,12449,51,14,14,7,380,2,1279,0,1
1,6003381318,1,12,1,6,1714,652,458,11241,29,147,19,4,596,8,0,0,1
2,6003381318,2,9,2,4,1714,3249,289,6993,128,39,15,3,390,4,200,0,1
3,6003381318,3,11,4,12,1714,13348,614,24582,6,174,21,14,693,5,0,0,1
4,6003381318,4,14,4,6,1714,3298,498,18866,106,133,21,7,707,4,460,0,1
5,6003381318,128,6,10,5,1714,0,266,6079,26,36,14,1,347,0,400,0,0
6,6003381318,129,9,9,9,1714,80,245,12326,110,33,14,4,376,1,731,0,0
7,6003381318,130,3,7,8,1714,0,395,15671,39,146,17,4,489,0,0,0,0
8,6003381318,131,3,1,23,1714,293,562,7022,1,315,20,1,661,2,0,0,0
9,6003381318,132,8,8,9,1714,54,328,12532,13,91,15,5,392,1,0,0,0
0,6003381301,0,3,13,1,1732,44,357,15133,63,122,16,5,458,0,0,0,0
1,6003381301,1,6,9,5,1732,0,411,9703,69,108,15,2,388,0,0,0,0
2,6003381301,2,12,7,1,1732,23,247,11100,31,48,15,2,383,1,0,0,0
3,6003381301,3,4,10,5,1732,21,216,3568,57,41,12,0,268,0,2282,0,0
4,6003381301,4,3,6,2,1732,674,455,15432,93,151,19,12,607,2,0,0,0
5,6003381301,128,24,8,6,1732,919,315,10347,121,42,17,2,492,2,908,0,1
6,6003381301,129,16,7,1,1732,792,340,14877,30,26,17,7,482,2,371,0,1
7,6003381301,130,13,0,12,1732,1905,673,29938,11,200,25,17,1052,30,0,0,1
8,6003381301,131,11,5,13,1732,11268,594,17795,104,204,21,7,687,3,880,0,1
9,6003381301,132,14,1,5,1732,6445,640,24663,94,248,23,11,818,12,0,0,1
0,6003381104,0,9,6,7,1723,6333,574,49846,99,121,21,15,733,3,0,0,1
1,6003381104,1,14,7,2,1723,4442,344,7562,5,45,18,4,534,2,0,0,1
2,6003381104,2,13,8,7,1723,6435,473,10047,21,121,17,4,496,1,248,0,1
3,6003381104,3,14,14,2,1723,1639,311,9703,87,27,11,2,248,1,0,0,1
4,6003381104,4,10,4,6,1723,3631,466,12539,71,90,17,9,512,3,400,0,1
5,6003381104,128,1,6,0,1723,0,131,980,70,7,4,1,52,0,0,1,0
6,6003381104,129,5,8,0,1723,0,167,2924,53,9,4,0,56,0,0,0,0
7,6003381104,130,2,8,15,1723,991,1554,59117,96,170,27,27,1158,3,0,0,0
8,6003381104,131,7,7,0,1723,0,340,9617,37,30,13,8,311,1,605,0,0
9,6003381104,132,4,7,4,1723,0,230,3003,27,4,4,1,52,0,0,0,0
0,6003380903,0,13,4,12,1467,1281,454,13571,36,139,15,3,456,3,5253,0,1
1,6003380903,1,5,1,12,1467,7626,551,21415,76,118,20,12,778,8,0,0,1
2,6003380903,2,10,2,1,1467,1558,322,12262,21,13,13,8,368,6,0,0,1
3,6003380903,3,8,0,3,1467,11789,724,20004,42,209,19,10,718,18,0,0,1
4,6003380903,4,20,3,2,1467,616,280,5744,26,7,14,2,414,5,0,0,1
5,6003380903,128,4,6,4,1467,240,327,9586,78,80,14,4,411,1,0,0,0
6,6003380903,129,5,6,6,1467,1079,468,13588,96,182,16,4,540,1,0,0,0
7,6003380903,130,5,10,3,1467,112,235,13084,37,46,11,0,299,0,1680,0,0
8,6003380903,131,3,6,1,1467,91,253,8795,9,58,10,1,241,0,0,0,0
9,6003380903,132,2,7,2,1467,818,310,6693,8,121,12,1,344,0,0,0,0
0,6003380816,0,6,7,1,1331,0,222,7218,119,10,10,3,252,1,0,0,0
1,6003380816,1,4,5,6,1331,221,251,4979,54,48,9,2,208,1,0,0,0
2,6003380816,2,2,4,9,1331,82,370,10093,126,63,13,6,438,1,0,0,0
3,6003380816,3,0,5,3,1331,0,1144,16298,120,75,19,11,764,1,0,0,0
4,6003380816,4,0,3,1,1331,0,147,907,93,6,7,0,154,0,0,1,0
5,6003380816,128,9,8,0,1331,1379,384,5329,73,60,10,1,272,1,0,0,1
6,6003380816,129,8,1,25,1331,10648,527,14336,59,127,19,6,768,7,0,0,1
7,6003380816,130,8,6,5,1331,1512,428,11565,114,77,13,7,431,2,0,0,1
8,6003380816,131,7,2,2,1331,946,269,2879,85,20,12,3,366,3,552,0,1
9,6003380816,132,3,6,6,1331,2681,448,7031,72,102,15,6,526,1,0,0,1
0,6003380711,0,3,1,1,1524,2608,466,11592,76,113,15,7,482,5,0,0,1
1,6003380711,1,7,2,14,1524,9179,514,6651,8,156,15,3,476,3,8490,0,1
2,6003380711,2,9,4,4,1524,1420,297,7504,68,24,13,5,377,2,832,0,1
3,6003380711,3,10,2,4,1524,3437,291,2546,85,31,12,2,297,4,1751,0,1
4,6003380711,4,9,3,14,1524,3351,383,8555,14,69,13,6,349,3,0,0,1
5,6003380711,128,1,5,2,1524,0,155,561,95,20,5,0,79,0,0,1,0
6,6003380711,129,2,6,2,1524,0,169,1151,84,3,5,0,78,0,0,0,0
7,6003380711,130,2,5,15,1524,0,933,29296,123,104,17,8,588,1,0,0,0
8,6003380711,131,0,3,3,1524,0,203,417,77,19,7,0,129,0,0,0,0
9,6003380711,132,3,4,9,1524,0,260,5278,80,22,10,1,251,0,0,0,0
0,6003380308,0,2,0,20,437,403,424,2430,1,43,6,2,373,4,0,0,1
1,6003380308,1,0,0,7,437,0,343,984,11,37,6,1,408,1,0,0,1
2,6003380308,2,3,0,3,437,0,186,3074,58,6,4,1,227,4,0,0,1
3,6003380308,3,1,0,2,437,0,289,1975,36,26,5,0,244,1,162,0,1
4,6003380308,4,0,1,0,437,0,166,2169,128,0,4,1,220,0,0,0,1
5,6003380308,128,0,2,0,437,0,112,449,83,0,1,0,17,0,0,1,0
6,6003380308,129,0,2,0,437,0,263,1381,104,12,5,0,238,0,0,0,0
7,6003380308,130,0,0,20,437,0,576,1910,46,47,7,0,464,0,0,0,0
8,6003380308,131,0,1,5,437,0,333,1729,95,38,5,0,256,0,0,0,0
9,6003380308,132,0,0,2,437,0,213,3073,123,4,5,1,262,1,400,0,0
0,6003380112,0,13,10,3,1619,10913,509,19779,52,148,18,8,599,1,0,0,1
1,6003380112,1,7,3,6,1619,602,292,8666,100,33,15,4,440,2,0,0,1
2,6003380112,2,14,5,2,1619,264,278,6846,121,35,14,0,404,2,0,0,1
3,6003380112,3,9,4,25,1619,1855,479,15085,47,147,17,5,551,2,0,0,1
4,6003380112,4,7,2,8,1619,14262,739,24723,93,215,24,14,1040,7,0,0,1
5,6003380112,128,8,8,13,1619,504,501,20302,17,166,20,9,688,1,0,0,0
6,6003380112,129,8,11,2,1619,0,302,7555,53,71,12,4,290,1,400,0,0
7,6003380112,130,15,7,0,1619,0,249,4611,50,40,13,1,326,2,1686,0,0
8,6003380112,131,2,2,4,1619,912,463,6740,1,195,19,5,654,2,0,0,0
9,6003380112,132,7,4,14,1619,0,324,11406,60,75,16,5,493,2,0,0,0
0,6003380014,0,19,4,1,1804,1925,354,16203,39,36,21,8,655,5,0,0,1
1,6003380014,1,10,1,8,1804,12986,754,33112,46,279,25,17,984,13,225,0,1
2,6003380014,2,11,7,2,1804,2901,435,8895,12,125,18,6,518,2,0,0,1
3,6003380014,3,17,9,1,1804,687,307,10421,119,21,15,5,407,2,0,0,1
4,6003380014,4,5,3,11,1804,1162,607,17338,2,186,23,13,828,4,0,0,1
5,6003380014,128,4,11,5,1804,0,332,4558,44,151,15,0,390,0,0,0,0
6,6003380014,129,1,8,2,1804,0,218,4320,19,57,11,1,250,0,0,0,0
7,6003380014,130,8,11,4,1804,205,371,15949,25,64,17,9,478,1,0,0,0
8,6003380014,131,8,11,5,1804,1144,413,22020,128,73,20,11,641,1,0,0,0
9,6003380014,132,3,9,9,1804,0,260,10284,31,42,13,3,288,0,0,0,0
0,6003379808,0,16,12,0,1743,0,329,15150,14,44,17,4,481,1,0,0,0
1,6003379808,1,13,6,6,1743,243,352,16179,74,66,19,4,617,2,0,0,0
2,6003379808,2,11,12,5,1743,0,327,17163,12,60,18,6,538,1,0,0,0
3,6003379808,3,7,12,2,1743,212,365,16718,104,92,16,7,445,1,1050,0,0
4,6003379808,4,9,13,1,1743,59,311,18331,32,25,16,6,466,1,0,0,0
5,6003379808,128,15,3,5,1743,8007,590,22947,4,196,22,9,739,6,0,0,1
6,6003379808,129,31,7,0,1743,4530,335,12656,83,23,19,6,600,4,4126,0,1
7,6003379808,130,24,4,12,1743,2480,368,21083,68,30,21,9,682,6,1100,0,1
8,6003379808,131,14,12,16,1743,3828,411,18007,59,70,17,11,474,1,0,0,1
9,6003379808,132,14,4,9,1743,4510,671,37493,23,218,22,19,760,6,0,0,1
0,6003379511,0,3,0,17,1469,1408,434,11130,106,100,14,9,429,12,0,0,1
1,6003379511,1,10,4,11,1469,4641,455,20259,35,102,16,7,541,3,0,0,1
2,6003379511,2,13,1,3,1469,4749,515,28015,99,81,18,20,640,16,0,0,1
3,6003379511,3,21,2,0,1469,454,342,13574,90,47,16,5,512,8,2381,0,1
4,6003379511,4,11,4,3,1469,3471,299,7058,20,50,12,2,339,2,0,0,1
5,6003379511,128,1,7,1,1469,0,184,1934,32,17,7,0,151,0,0,1,0
6,6003379511,129,5,14,2,1469,0,270,9770,14,6,11,3,271,0,0,0,0
7,6003379511,130,1,4,1,1469,2400,492,7936,1,180,17,2,603,0,0,0,0
8,6003379511,131,5,10,4,1469,0,276,13950,5,16,11,3,294,0,0,0,0
9,6003379511,132,7,9,0,1469,0,253,6405,100,15,12,1,345,0,0,0,0
0,6003379419,0,27,5,7,1673,4348,351,19557,40,54,17,2,529,4,0,0,1
1,6003379419,1,18,4,22,1673,6082,496,19509,75,134,18,8,569,5,0,0,1
2,6003379419,2,7,4,0,1673,849,407,8254,16,95,17,5,515,2,0,0,1
3,6003379419,3,6,1,2,1673,4914,683,48283,44,150,24,25,1016,15,0,0,1
4,6003379419,4,23,4,18,1673,2318,370,12482,100,73,18,3,585,5,400,0,1
5,6003379419,128,7,6,3,1673,0,331,11096,96,122,14,4,381,1,0,0,0
6,6003379419,129,6,11,1,1673,0,222,13831,126,18,13,5,311,0,400,0,0
7,6003379419,130,3,7,8,1673,0,326,10771,94,149,15,1,419,0,0,0,0
8,6003379419,131,8,5,9,1673,0,364,22829,99,95,17,6,518,2,0,0,0
9,6003379419,132,8,14,0,1673,0,193,6104,27,25,11,1,266,0,0,0,0
0,6003379014,0,4,3,8,1734,962,514,10960,8,239,19,4,571,2,1322,0,0
1,6003379014,1,2,2,0,1734,444,387,14313,106,156,16,2,466,1,0,0,0
2,6003379014,2,5,4,1,1734,63,212,3640,111,18,12,1,289,1,6082,0,0
3,6003379014,3,3,5,12,1734,1080,469,19047,99,207,18,5,520,1,0,0,0
4,6003379014,4,5,4,0,1734,604,268,8433,123,83,13,1,314,1,0,0,0
5,6003379014,128,5,4,11,1734,2309,455,5139,96,205,17,1,477,1,0,0,1
6,6003379014,129,1,0,13,1734,10407,590,25539,10,209,22,12,784,13,351,0,1
7,6003379014,130,6,1,7,1734,774,375,9550,74,116,15,2,425,4,0,0,1
8,6003379014,131,7,3,4,1734,2500,512,9412,93,242,19,0,621,1,0,0,1
9,6003379014,132,8,5,1,1734,1911,297,8240,27,45,15,3,415,1,0,0,1
0,6003378919,0,4,7,2,1515,21,330,12029,25,36,14,10,414,1,0,0,0
